11.22876 9.583734 7.402047 7.326026 2.962108
2.494881 5.465332 7.026444 11.48502 6.623016
10.42772 5.010621 11.96949 5.690728 0.9147349
4.681926 10.31752 12.43664 9.359393 5.260835
0.7639292 3.043287 1.625561 11.84123 6.044988
3.257782 3.059938 8.152081 7.544487 5.890702
8.037038 4.963658 0.3886444 7.379358 6.975056
12.36101 1.594386 5.356524 11.19566 8.489283
5.779368 1.854224 2.127673 5.741125 8.723811
8.832972 4.973682 0.0898391 7.898201 10.87095
9.34658 11.61367 4.75368 6.911196 3.00661
11.33513 5.054663 8.186891 7.742183 12.08611
0.07821623 8.45452 4.808754 9.480566 10.01552
3.563944 1.423361 11.22839 1.371993 6.212511
1.685461 12.14474 3.538785 9.47159 10.8504
5.929913 0.9249115 3.5659 0.9176292 10.22751
8.082794 2.114382 10.1218 11.81799 11.94156
8.969681 10.05938 10.43979 2.757544 6.850056
5.355681 10.39515 3.606824 2.720482 10.43869
4.003572 8.866675 11.2834 6.22437 3.98008
11.80478 2.415452 8.981881 7.943952 8.090104
3.981369 1.363546 5.547465 4.473347 6.0113
0.7123744 11.51831 5.371776 11.00757 10.06473
11.96699 12.34326 11.72776 3.528598 4.17115
1.390492 0.6409561 3.684371 7.018727 6.31091
2.059272 3.985135 1.252466 5.702496 5.270912
6.611472 10.91663 9.660214 11.39041 2.473184
9.215109 8.785767 9.599664 10.7221 4.121028
9.042475 2.663583 7.113601 0.4039075 7.154885
0.2955346 2.993468 4.112519 11.73117 6.500592
4.862087 9.914737 2.019263 2.505555 2.955496
4.272125 2.742888 4.427995 3.12406 7.976096
10.9882 11.88179 7.754043 9.197924 1.554311
3.320231 5.40015 8.455766 10.6778 9.273053
0.3119794 6.916204 1.867027 11.25507 4.253072
7.809333 7.351856 12.25425 0.001405313 5.4179
10.15668 5.429355 10.40379 0.4298766 2.053251
8.914653 3.316448 6.471027 12.23964 8.56716
8.474509 8.164253 2.784156 1.057774 5.749567
1.390238 4.928808 2.538765 9.274028 8.55698
9.972725 2.162432 0.1563865 8.61207 2.777378
9.729422 0.3968473 9.012772 9.182059 7.960979
3.453589 5.206752 8.709939 9.516331 2.79747
8.383541 8.730443 11.01516 8.781395 0.813463
11.52439 8.502297 10.1595 11.33196 0.2423554
2.740571 6.105778 11.98453 9.128095 2.012904
4.266477 3.911088 9.002977 1.876598 6.809342
9.506673 12.4436 0.5754255 8.20219 5.328055
6.525074 10.59639 9.240389 11.94775 4.741459
10.6216 10.78562 6.907833 2.963651 2.743924
3.896449 2.509591 2.323056 1.735922 1.22524
10.77414 5.412523 11.8113 11.69578 3.924769
2.267645 3.694368 8.579123 1.162859 12.21635
2.143121 11.51358 6.979411 9.79063 9.494669
5.411259 2.505604 3.826383 4.896506 5.975748
0.1368515 9.138761 6.642868 7.331285 5.327094
7.769362 3.323659 5.651354 10.57177 1.753499
2.482301 3.531039 6.877757 0.1257329 0.1543496
5.914213 1.745438 5.521419 5.753177 8.429955
4.132322 11.64649 6.393913 6.054623 0.2567182
11.40538 0.03360819 0.07920863 3.74267 8.76943
9.539322 6.479833 6.955832 0.2071568 5.215487
5.304022 2.200098 0.001601409 0.6585704 7.413973
7.672852 10.90309 4.48162 10.70848 11.31419
1.521082 9.517693 7.805178 7.919297 8.956682
5.133946 12.24396 5.515719 1.544527 1.611903
0.9551102 9.290408 3.880498 8.4236 8.943751
2.872735 6.331076 5.476781 10.64615 12.0357
9.304093 10.20038 9.739644 9.863788 6.114218
2.25698 2.439337 11.44867 11.71679 2.70498
2.617298 9.062309 7.752632 8.800496 2.946048
6.400887 7.867867 10.06983 0.4516847 12.02451
6.31734 7.632105 2.135023 10.10764 5.077825
10.04788 5.273444 2.61044 5.978804 11.71472
9.461234 7.42001 4.963286 0.4101262 4.752149
1.453955 1.480762 0.09867676 2.90016 11.45146
8.301929 4.225288 1.692861 7.353073 3.7248
5.288503 4.516144 10.13508 1.177438 7.502151
8.572062 6.17185 10.41319 4.597215 7.738187
5.157358 6.092927 2.336168 5.599938 1.345016
5.023037 5.920913 3.49572 2.104327 10.60788
8.018141 0.7599133 12.22616 1.395821 0.5345017
0.8342387 1.238841 2.269658 5.206536 4.659027
9.810073 1.350334 7.213055 3.866707 6.061013
1.794978 1.492033 3.014189 5.618792 3.32041
10.32084 7.550217 2.093135 11.37933 12.38169
9.491451 8.845136 7.769314 2.617345 0.8798225
8.918384 2.038816 6.43452 2.180265 3.771369
9.826474 0.4423071 8.039591 2.679485 10.5172
10.11868 9.320305 6.858898 10.38604 2.23065
1.468414 12.39631 1.03528 11.45343 5.785809
6.637143 10.4507 1.688693 1.999962 9.268537
11.1308 0.4267719 7.482939 11.14553 11.73643
0.08280926 5.593282 11.28475 9.527851 10.91515
1.377811 5.640302 5.128335 7.037092 1.50081
8.677381 9.672615 8.217606 7.067589 6.37045
9.13348 1.206669 0.4295148 6.616896 0.5619619
2.114216 9.629703 7.625023 12.29839 7.529986
12.15513 6.971099 6.895709 0.7866831 1.43587
1.406186 5.567499 3.751072 3.468854 5.416464
2.64685 0.5824731 11.15389 10.89346 0.8898842
6.613124 7.124761 3.363818 9.026284 10.37684
6.163407 8.236663 2.723104 10.57724 4.537341
2.943029 6.071869 1.29367 1.749875 1.763609
5.607073 3.036024 3.890411 4.973799 11.49177
11.92507 8.396363 1.179139 11.61562 9.302534
8.2031 4.073598 2.644837 5.344379 8.677057
0.8605694 3.059214 4.821227 11.62224 10.86279
6.968218 11.1604 6.185106 11.58404 5.544849
7.823042 1.441169 0.4124036 6.554233 5.137358
3.282215 10.94968 7.013944 7.190933 2.148484
11.78536 6.332868 4.840396 3.316313 8.212376
6.673291 2.025215 10.02965 3.427026 6.501004
11.2979 7.233286 1.85785 3.565779 9.847301
11.35244 6.648608 6.108969 11.26289 11.5735
2.527387 0.5274263 10.40285 7.771108 2.375121
1.132568 5.748454 5.22892 9.119087 5.511208
2.644709 3.008636 4.204369 10.48655 1.740338
2.914626 9.341276 3.836693 8.741408 2.334762
11.82774 2.802525 4.989096 8.477905 3.414629
11.87076 2.669592 10.12924 1.022479 9.360057
12.05864 6.62125 9.344834 1.3289 4.00869
4.932726 5.029228 11.86289 12.04781 6.13416
1.976186 10.8754 6.349792 9.179311 2.728726
7.14003 10.15595 3.082303 9.723913 11.92864
7.462732 3.816202 0.3270195 5.693726 10.28114
7.401094 8.945978 7.945714 4.207698 3.631576
11.11649 10.13822 11.47628 10.89081 10.69543
10.47678 12.41851 2.467425 10.62464 11.18596
10.65692 3.564286 10.97576 8.956569 5.086
2.324892 7.88463 5.433996 11.09897 0.621398
5.558302 3.388846 6.190652 7.056794 7.368858
0.8989385 9.632463 0.8501798 0.7563758 0.6993953
9.166782 9.414216 8.619352 9.831517 11.6475
5.295603 3.672287 1.179563 3.068027 0.8844815
0.4446584 5.940126 6.195446 9.842313 8.961597
1.520617 4.981867 4.890484 4.859439 6.783855
3.537836 4.389835 11.46927 3.022391 0.1458997
9.057672 2.123284 0.9854039 11.92249 3.269899
12.09725 0.3485049 4.721076 5.995638 12.04912
6.347566 0.5805116 10.08875 5.588173 5.699039
0.4060395 1.068393 9.861222 4.898047 0.3821499
3.057452 12.05878 8.084965 2.166536 6.041497
11.53702 1.978229 5.191227 11.38878 10.51677
1.347339 6.051249 3.518309 3.235278 9.022861
0.1074798 8.067101 8.748761 5.137101 7.94352
9.407085 5.115741 7.19991 4.886117 4.370931
2.553589 10.7825 10.65522 1.994071 5.462114
9.407475 1.371276 1.956421 6.624871 6.046283
2.032276 9.5031 11.97988 5.239478 8.778694
8.649589 9.111949 7.439203 6.194029 9.833951
9.145777 1.492756 10.40303 2.773565 0.5509801
9.803123 9.286571 6.612906 8.749861 4.196006
11.98793 7.270836 5.375537 9.92698 11.70022
10.27605 2.720273 2.452875 6.738789 10.22625
2.229832 7.576635 4.076285 10.74501 0.8195916
8.643559 2.074934 9.753359 0.4341709 4.128342
2.042524 5.451829 6.668729 3.068731 11.65789
4.46427 12.37035 4.374536 8.812352 11.04136
9.367068 3.194741 3.562716 4.339194 6.550697
10.20139 2.772284 11.40805 11.02648 2.245955
12.45081 4.400345 7.768554 9.733591 1.980331
12.26048 11.27856 12.25443 4.863869 11.81626
8.256826 11.75235 10.75156 6.116762 10.47624
4.95787 0.5951854 7.473114 10.09428 9.902074
11.06938 9.693033 4.686273 7.671152 8.169832
0.4431469 12.20725 4.039267 2.243153 12.0563
2.914635 0.6772185 5.340954 8.795995 5.34915
11.41983 8.058356 6.76136 12.21459 8.25368
1.931148 2.413658 7.205244 3.226626 1.236123
0.938226 6.051864 2.6428 5.699281 7.174959
4.305204 0.8986603 10.53733 4.676175 1.292597
1.399463 1.091443 4.818942 0.4520044 3.643175
7.383951 3.023348 2.190798 6.711017 7.152295
11.70675 3.854544 9.018829 11.47889 7.061382
2.482291 4.311404 0.6761031 9.905979 2.235741
9.005924 10.47941 12.05222 12.47878 10.84298
11.87357 7.668353 4.572978 6.883397 12.15254
3.075287 5.49936 2.257271 4.658254 12.48241
3.922751 11.68918 6.256418 8.61935 5.598013
10.24826 1.981258 10.13503 3.452746 11.79137
5.223493 2.742904 11.0901 2.013548 12.25045
4.693982 10.3458 1.006859 4.546442 0.6278952
10.87583 9.360362 2.885494 11.11973 6.245316
1.471617 2.465801 9.705028 8.835348 3.964218
4.505927 10.15618 6.880864 6.542729 4.408436
6.390313 8.849806 8.930668 11.41519 2.069191
10.15999 4.42282 4.684443 8.692902 5.688481
8.01152 9.778201 6.718599 2.439852 1.691075
4.922656 5.42128 5.909397 3.74471 5.589287
10.17091 9.805071 8.601427 3.978824 8.680923
10.3746 4.368282 5.103868 3.312847 3.748691
8.680199 11.48335 2.912174 0.9315132 5.828867
7.309428 8.359532 7.109386 6.193587 9.0723
6.297542 1.4623 7.952427 9.575874 2.77661
8.871037 4.984905 3.673045 6.46299 7.779492
11.49304 0.05447515 8.322218 10.85374 10.19895
3.910249 2.320139 7.473837 1.647469 8.795677
4.709711 2.800027 8.142366 4.561703 1.788702
5.896418 8.747071 10.49282 1.185152 6.608288
