3.517689 2.848215 3.791969 3.621951 1.534768
2.327705 3.204323 2.744407 2.412907 3.268738
3.372304 3.19553 2.608432 2.511549 2.233215
2.700762 4.184735 2.440886 2.338929 2.559658
4.822292 4.073644 3.904021 3.4846 1.634161
1.460321 3.364275 4.249154 4.33012 2.234013
3.391691 3.233067 4.483381 2.170738 3.325987
2.27028 4.518347 5.919486 1.812672 4.644694
1.049044 3.933506 3.101431 3.405816 3.427723
4.375987 2.847325 2.695924 2.996991 3.251886
3.731468 3.094623 2.410611 1.932764 3.323989
2.319127 3.624354 1.580484 3.27088 1.435288
2.478353 3.747473 2.276379 1.389425 4.703948
2.355142 2.727837 2.800922 3.018572 3.130549
2.121679 1.692981 0.8019714 1.881578 3.426573
4.817707 3.026567 2.758995 3.18955 2.951525
3.566566 3.658367 3.271413 2.712804 2.79643
3.190806 2.196068 2.892121 3.768558 4.432473
1.983431 0.683185 1.649506 3.744961 2.445043
2.962843 3.273065 4.243175 2.584963 3.729342
